metrics,2019-01-07,2019-01-14,2019-01-21,2019-01-28,2019-02-04,2019-02-11,2019-02-18,2019-02-25,2019-03-04,2019-03-11,2019-03-18,2019-03-25,2019-04-01,2019-04-08,2019-04-15,2019-04-22,2019-04-29,2019-05-06,2019-05-13,2019-05-20,2019-05-27,2019-06-03,2019-06-10,2019-06-17,2019-06-24,2019-07-01,2019-07-08,2019-07-15,2019-07-22,2019-07-29,2019-08-05,2019-08-12,2019-08-19,2019-08-26,2019-09-02,2019-09-09,2019-09-16,2019-09-23,2019-09-30,2019-10-07,2019-10-14,2019-10-21,2019-10-28,2019-11-04,2019-11-11,2019-11-18,2019-11-25,2019-12-02,2019-12-09,2019-12-16,2019-12-23,2019-12-30,2020-01-06,2020-01-13,2020-01-20,2020-01-27,2020-02-03,2020-02-10,2020-02-17,2020-02-24,2020-03-02,2020-03-09,2020-03-16,2020-03-23,2020-03-30,2020-04-06,2020-04-13,2020-04-20,2020-04-27,2020-05-04,2020-05-11,2020-05-18,2020-05-25,2020-06-01,2020-06-08,2020-06-15,2020-06-22,2020-06-29,2020-07-06,2020-07-13,2020-07-20,2020-07-27,2020-08-03,2020-08-10,2020-08-17,2020-08-24,2020-08-31,2020-09-07,2020-09-14,2020-09-21,2020-09-28,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,2022-12-12,2022-12-19,2022-12-26
count,6954.0,6949.0,6934.0,6955.0,6941.0,6944.0,6947.0,6949.0,6958.0,6954.0,6964.0,6974.0,6974.0,6936.0,6934.0,6940.0,6947.0,6961.0,6954.0,6966.0,6967.0,6988.0,6970.0,6997.0,6971.0,6968.0,6992.0,6991.0,6973.0,6986.0,6976.0,6981.0,6979.0,6957.0,6957.0,6977.0,6973.0,6981.0,6995.0,6970.0,6929.0,6926.0,6930.0,6923.0,6927.0,6911.0,6906.0,6912.0,6925.0,6923.0,6885.0,6898.0,6934.0,6913.0,6898.0,6915.0,6884.0,6912.0,6913.0,6917.0,6906.0,6907.0,6835.0,6780.0,6755.0,6777.0,6765.0,6794.0,6813.0,6803.0,6855.0,6866.0,6859.0,6872.0,6880.0,6869.0,6860.0,6880.0,6860.0,6878.0,6876.0,6877.0,6901.0,6900.0,6887.0,6905.0,6891.0,6909.0,6899.0,6908.0,6902.0,6896.0,6877.0,6881.0,7654.0,6880.0,6887.0,6882.0,6860.0,6878.0,6879.0,6866.0,6824.0,6821.0,6870.0,6833.0,6867.0,6863.0,6845.0,6874.0,6863.0,6879.0,6877.0,6880.0,6858.0,6878.0,6821.0,6839.0,6840.0,6836.0,6863.0,6858.0,6840.0,6884.0,6896.0,6884.0,6883.0,6891.0,6883.0,6867.0,6877.0,6897.0,6901.0,6879.0,6865.0,6891.0,6895.0,6880.0,6866.0,6865.0,6871.0,6867.0,6890.0,6894.0,6902.0,6855.0,6865.0,6867.0,6879.0,6844.0,6890.0,6850.0,6892.0,6858.0,6840.0,6846.0,6855.0,6882.0,6875.0,6860.0,6894.0,6875.0,6864.0,6888.0,6899.0,6900.0,6915.0,6907.0,6910.0,6904.0,6883.0,6922.0,6909.0,6934.0,6943.0,6928.0,6918.0,6949.0,6880.0,6440.0,6450.0,6405.0,6453.0,6447.0,6437.0,6453.0,6497.0,6931.0,6946.0,6948.0,6930.0,6947.0,6933.0,6960.0,6972.0,6949.0,6959.0,6954.0,6957.0,6931.0,6925.0,6914.0,6921.0,6941.0,6933.0,6910.0,6912.0
mean,113.00891573195284,112.73204777665852,117.82751658494377,117.66024442846872,118.06540844258753,117.3948732718894,114.59594069382467,119.81652036264212,117.83960908306985,124.50517687661775,123.94141298104536,123.78319472325782,125.379982793232,126.36678200692042,128.9159215460052,129.3662824207493,128.6988628184828,133.96896997557823,134.5422778257118,143.8240022968705,141.2286493469212,146.52389811104752,144.7142037302726,146.88309275403745,150.99942619423325,153.9678530424799,155.4462242562929,153.7355170934058,154.77040011472823,155.9463212138563,154.4356364678899,152.57527574846011,156.46596933658117,156.17133822049735,148.31407215753916,144.39300558979505,147.43123476265595,142.01332187365708,138.97769835596856,131.15767575322812,126.953095684803,117.8892578688998,117.06883116883115,115.25696952188358,112.71084163418509,109.1548256402836,121.62250217202433,111.01765046296296,115.06758122743682,120.5782175357504,113.98721859114016,103.94752102058568,105.40308624170753,103.83552726746709,104.96230791533776,102.3355025307303,101.75029052876236,105.69212962962963,109.2914798206278,106.77605898510916,106.33840139009556,100.32358476907486,71.17966349670812,58.65412979351032,56.53619541080681,56.93507451674783,60.02734663710274,62.646452752428615,68.73257008659915,70.53138321328825,73.0910284463895,81.67098747451209,85.12159206881469,87.50538416763679,90.13066860465116,97.24283010627455,97.75685131195335,99.45348837209302,100.482944606414,101.9941843559174,104.02021524141944,106.28486258542968,114.11998261121576,108.0844927536232,108.98794830840714,106.70992034757424,109.90233638078654,105.24229266174557,100.03058414262937,100.97958888245512,102.23080266589396,103.7907482598608,98.35887741747857,96.646562999564,166.94016200679383,87.63197674418605,85.38492812545375,84.43490264458006,80.07069970845481,79.06208200058157,81.45864224451229,81.6283134284882,81.39742086752638,79.83624102037824,76.95676855895196,76.52905019757061,77.66317169069463,75.50458982952061,69.56070124178233,79.66322374163515,81.13827772111321,83.81494403256288,85.9175512578159,85.74767441860465,82.81816856226305,79.7301541145682,81.91819381322387,82.77979236730516,78.3796783625731,81.85371562317144,81.69459420078682,82.22717993584135,87.94312865497076,88.44320162696107,91.60774361948955,97.0043579314352,95.5195408978643,97.93310114642289,99.38573296527676,98.69011213047912,100.6497019049004,100.54182978106424,102.3931314302275,101.55633086204392,103.11653313911144,103.24394137280512,101.47875271936184,98.76598837209302,96.29536848237692,93.03088128186452,94.55290350749527,95.36697247706422,97.17648766328011,98.05207426747896,95.11330049261085,90.88869438366156,91.2924981791697,89.73059560215523,89.99491205117023,95.59701928696668,87.91393323657475,82.89401459854015,90.3318340104469,85.56620005832605,83.88947368421053,77.24496056091148,81.83574033552152,80.77230456262714,76.83694545454546,81.11778425655977,84.3104148534958,87.14705454545455,87.5729895104895,87.7137049941928,98.40020292796058,106.04521739130436,103.7295733911786,105.685391631678,106.67626628075251,112.377607184241,116.48031381664973,113.51618029471253,115.08669850919092,123.16008076146524,124.83292524845167,126.6270207852194,130.88175773344898,128.79709310692186,131.29563953488372,137.05978260869566,136.37457364341086,141.9495706479313,141.38555710522238,142.50597176981543,146.7607581171353,142.9982953664962,140.13883330768047,136.62891357668445,136.9071408004607,135.47668393782382,126.48528138528138,126.6915215200806,124.57839319198038,129.0735632183908,134.28241537578887,136.42855087062887,131.66288259807445,130.25208513085994,132.45666235446313,130.27297648247006,128.2929963898917,134.88935493202197,119.6421037422338,117.50439417951304,120.6829655271888,121.97178002894356,125.33449074074076
std,394.1507729177159,390.6471924860848,416.5938759513202,394.2434661192714,411.4250577466911,444.0470118183548,470.97898647595815,470.69710625945913,474.340267658022,511.7769407039893,496.97515045707866,488.3782567811599,489.7822607979379,553.440398228861,581.6105865322614,544.9989840567309,509.04256544255446,521.3665188957812,546.8356020028003,558.817254252815,560.8265767129035,584.5680084893155,600.5047557210011,646.2515152182914,669.2544611099701,622.3715304522531,667.1000655564028,670.4617551276565,677.6427066647676,670.5102663675552,661.3027448160067,641.3153156235862,634.837985694607,603.9282947876263,568.8799486933502,552.6329801746907,567.7082273689664,553.6740522421356,534.4404272484596,548.2287354814314,542.2937789519331,486.1032503210366,440.3538410095833,445.210219484626,427.2280098788409,440.72883662101736,475.66778195778375,427.12055424096286,431.3145763524769,492.3420616131808,462.8768030028818,452.2529943684928,387.54534328473216,382.897648314603,381.4141460279194,347.9659980334379,356.4306435800687,426.782410258044,475.91618387312747,435.3155151852989,406.3802242069556,349.2953632181751,198.3568185778552,120.0422701368744,106.76074217852546,103.69818262823868,107.73042770430214,112.4552250918146,123.74142718557422,130.14310652312747,136.2141347886899,152.04957780063893,163.60632844583446,171.2060848088964,187.83251158965436,210.21908274200757,220.74671366679797,234.5182679743843,242.4116617731052,243.23145510872524,246.89786307557316,251.22519701497197,251.5654006803756,245.6130530191976,252.5700663117164,244.72252951036276,247.24866679633783,237.47633240865997,213.2075832371649,217.46531290480485,226.1805517368076,238.9351161087397,239.7200017023856,226.3846895892235,249.41563706977536,198.0238246179306,193.3566088375842,207.5330099080149,206.5960744918163,180.6465922415805,182.41728777048445,196.92143406780224,217.3825757928477,219.3141395367961,185.3963353436837,176.24886287088793,177.78655412726678,163.66397338040218,150.5972349722041,189.96101637908356,205.38322114429772,192.29063319915423,193.76545116628097,205.38729294229643,209.9649394873857,205.27866948542984,213.2337332091731,212.76226331595663,240.410229338143,263.9812372008521,231.4352547898431,225.7898876467245,237.2815632654352,246.83730072259425,259.8137191627703,276.4283912862758,277.4816540093985,305.7204059945222,324.727319242903,336.05438510213673,352.4492605443708,355.7937610926312,361.64630900450777,359.0886751748349,358.48329709602444,353.439711611141,327.9969150825005,303.73333459398094,282.0544938625215,266.0606455518659,285.47134712955227,289.6681215246811,318.1561443386436,333.3853915233898,309.070095955172,277.0320066735886,274.1840216333988,274.74817418795175,295.23907021473707,325.18550615322386,267.30638766479177,250.795091638889,300.24563109602946,287.24733390650795,280.99999829377805,246.8667255035963,233.31265257026985,230.28553016519783,176.6973869981934,209.99464958586464,222.18354679280543,277.0792688020209,308.6761133374351,301.4563950205282,377.4181137610037,402.9234992730511,365.1241387842171,355.205147741073,379.4268137875064,444.9181263487821,484.9915988214868,406.7530774140653,384.0250364043334,406.0875329578854,430.3987719313882,434.95912141997934,443.7206929893989,457.2952744498353,508.446389092658,545.6327111169745,550.0726710233313,562.1785500708771,560.4182725655398,573.6951750010068,573.8937962980451,559.1917201455165,549.9950563442671,511.0900683304174,506.9778636458392,483.2284754612333,441.1441579957085,432.5029145350199,441.0264774530791,447.2269976228336,492.7821500854635,525.5568913296719,481.93470834798654,451.5462851347353,420.2062207970105,435.2493424688336,463.19583696116285,496.726876181155,284.8412032231434,203.3029103570608,213.15318306692544,211.58435671233025,230.69974292848207
min,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q1,16.0,16.0,17.0,17.0,16.0,17.0,15.0,17.0,16.0,17.0,17.0,17.0,17.0,17.0,16.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,21.0,20.0,20.0,21.0,21.0,20.0,20.0,20.0,19.0,19.0,18.0,18.0,16.0,17.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,11.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,13.0,13.0,14.0,14.0,15.0,15.0,15.0,15.75,15.0,15.0,16.0,17.0,16.0,16.0,16.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,24.0,13.0,14.0,14.0,13.0,13.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,15.5,17.0,16.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,17.0,17.0,17.0,18.0,19.0,19.0,19.0,18.5,19.0,18.0,19.0,19.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,17.0,16.0,16.0,17.0,17.0,18.0,17.0,18.0,19.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,23.0,24.0,24.0,25.0,26.0,25.0,24.0,27.0,26.0,27.0,26.0,27.0,28.0,26.0,26.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,26.0,25.0,24.0,26.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0
q2,58.0,58.0,60.0,60.0,59.0,59.0,54.0,59.0,59.0,61.0,61.0,60.0,62.0,61.0,60.0,62.0,63.0,65.0,66.0,71.0,69.0,71.0,70.0,70.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,72.0,74.0,75.0,72.0,71.0,73.0,70.0,70.0,66.0,63.0,59.0,59.0,57.0,56.0,55.0,58.0,55.0,56.0,58.0,54.0,50.0,53.0,54.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,50.0,36.0,30.0,30.0,29.0,31.0,32.0,36.0,36.0,37.0,43.0,45.0,46.0,47.0,50.0,50.0,50.0,51.0,52.0,53.0,54.0,58.0,54.0,55.0,54.0,57.0,54.0,52.0,53.0,54.0,55.0,51.0,50.0,85.0,46.0,46.0,46.0,42.0,43.0,44.0,45.0,43.0,43.0,42.0,42.0,42.0,42.0,39.0,45.0,47.0,49.0,51.0,50.0,49.0,46.0,48.0,49.0,45.0,47.0,48.0,49.0,52.5,52.0,53.0,57.0,56.0,57.0,58.0,57.0,57.0,58.0,58.0,58.0,59.0,59.0,58.0,58.0,57.0,56.0,57.0,57.0,58.0,57.0,57.0,54.0,55.0,54.0,53.0,55.0,53.0,49.0,53.0,49.0,48.0,47.0,50.0,49.0,48.0,49.0,51.0,52.0,51.0,53.0,58.0,62.0,62.0,63.0,62.0,65.0,67.0,67.0,69.0,74.0,76.0,76.0,77.0,78.0,74.0,80.0,78.0,81.0,81.0,82.0,84.0,81.0,78.0,77.0,77.0,78.0,73.0,74.0,73.0,76.0,77.0,78.0,77.0,76.0,79.0,76.0,75.0,77.0,72.0,72.0,74.0,73.0,74.0
q3,144.0,144.0,149.0,151.0,150.0,149.0,143.0,151.0,150.0,156.0,157.0,156.0,157.0,157.0,157.0,161.0,163.0,168.0,169.0,181.0,176.0,185.0,183.0,181.0,189.0,191.0,195.0,191.0,193.0,195.75,192.0,189.0,196.5,199.0,189.0,186.0,190.0,180.0,179.0,168.75,157.0,148.75,148.0,145.5,141.0,139.0,151.0,140.0,143.0,149.0,138.0,129.75,136.0,132.0,132.75,130.0,130.0,133.0,136.0,135.0,135.0,126.0,90.0,75.0,73.0,74.0,78.0,80.0,90.0,92.0,96.0,107.75,113.0,116.0,118.0,127.0,128.0,128.0,131.0,133.0,134.25,136.0,149.0,140.0,141.0,139.0,141.0,137.0,131.0,133.0,135.0,135.0,127.0,126.0,213.0,114.0,110.0,107.0,102.0,102.0,105.0,103.0,102.25,102.0,98.0,99.0,102.0,99.0,90.0,103.0,105.0,109.0,113.0,113.0,108.0,104.0,107.0,108.0,101.0,106.0,106.0,107.0,116.25,115.0,119.0,127.0,125.0,127.5,128.0,126.0,129.0,130.0,132.0,129.0,132.0,133.0,130.0,128.0,126.0,123.0,125.0,125.0,127.0,126.0,124.0,118.0,119.0,118.0,117.0,123.0,115.0,109.0,116.0,110.0,107.0,99.0,107.0,105.0,102.0,106.0,110.0,112.5,112.0,113.0,127.0,136.0,133.0,137.0,136.0,144.25,146.0,146.0,147.0,160.0,162.0,164.0,169.0,167.0,169.0,173.25,172.75,179.0,181.0,180.0,187.0,182.0,176.0,173.0,174.0,174.0,163.0,166.0,161.0,166.0,172.0,175.0,170.0,169.0,174.0,168.0,166.0,172.0,158.0,158.0,163.0,165.0,166.25
max,29061.0,29015.0,30714.0,28902.0,30295.0,33314.0,35798.0,35916.0,36098.0,39013.0,37704.0,36975.0,36905.0,42548.0,44533.0,41432.0,38345.0,39008.0,41413.0,41951.0,42089.0,44273.0,45557.0,49511.0,51265.0,46213.0,50917.0,51193.0,51665.0,50831.0,49962.0,48094.0,47336.0,44520.0,42091.0,41296.0,42520.0,41507.0,40092.0,41656.0,41086.0,36773.0,32545.0,33030.0,31493.0,33134.0,34398.0,31574.0,31350.0,36147.0,33346.0,33891.0,28471.0,28250.0,27640.0,24853.0,25558.0,31915.0,35766.0,32598.0,29999.0,25351.0,12978.0,5491.0,4851.0,5090.0,5200.0,5524.0,5997.0,6404.0,6755.0,7371.0,8026.0,8207.0,9213.0,10335.0,10541.0,11800.0,12740.0,12402.0,12465.0,12470.0,12216.0,12118.0,12525.0,12352.0,12422.0,12012.0,10226.0,10866.0,11682.0,13076.0,13525.0,12234.0,6518.0,10532.0,10308.0,12315.0,12196.0,9854.0,9165.0,10914.0,12757.0,13501.0,10771.0,9751.0,9528.0,8358.0,7802.0,11233.0,12742.0,11081.0,10925.0,12223.0,12916.0,12660.0,13000.0,13200.0,16226.0,18042.0,15219.0,14498.0,15317.0,15934.0,16891.0,17894.0,18509.0,20891.0,22459.0,23308.0,24492.0,25038.0,25506.0,25095.0,24968.0,24345.0,22056.0,20319.0,18551.0,17689.0,19539.0,19927.0,22469.0,23650.0,21776.0,19091.0,18752.0,18889.0,20987.0,22391.0,18450.0,16713.0,20815.0,19827.0,19425.0,17639.0,15771.0,15281.0,10914.0,13121.0,14071.0,19375.0,22073.0,21820.0,27951.0,29707.0,26485.0,25305.0,27447.0,32938.0,35871.0,29637.0,27357.0,29164.0,31058.0,31265.0,31505.0,33394.0,37098.0,38835.0,39102.0,39162.0,39705.0,40869.0,40334.0,39157.0,38445.0,36536.0,36105.0,34492.0,31366.0,31036.0,31834.0,32284.0,35950.0,38795.0,35234.0,32556.0,29780.0,30963.0,34028.0,35391.0,16710.0,12310.0,12905.0,12657.0,14111.0
sum,785864.0,783375.0,817016.0,818327.0,819492.0,815190.0,796098.0,832605.0,819928.0,865809.0,863128.0,863264.0,874400.0,876480.0,893903.0,897802.0,894071.0,932558.0,935607.0,1001878.0,983940.0,1023909.0,1008658.0,1027741.0,1052617.0,1072848.0,1086880.0,1074765.0,1079214.0,1089441.0,1077343.0,1065128.0,1091976.0,1086484.0,1031821.0,1007430.0,1028038.0,991395.0,972149.0,914169.0,879658.0,816501.0,811287.0,797924.0,780748.0,754369.0,839925.0,767354.0,796843.0,834763.0,784802.0,717030.0,730865.0,717815.0,724030.0,707650.0,700449.0,730544.0,755532.0,738570.0,734373.0,692935.0,486513.0,397675.0,381902.0,385849.0,406085.0,425620.0,468275.0,479825.0,501039.0,560753.0,583849.0,601337.0,620099.0,667961.0,670612.0,684240.0,689313.0,701516.0,715243.0,730921.0,787542.0,745783.0,750600.0,736832.0,757337.0,727119.0,690111.0,697567.0,705597.0,715741.0,676414.0,665025.0,1277760.0,602908.0,588046.0,581081.0,549285.0,543789.0,560354.0,560460.0,555456.0,544563.0,528693.0,522923.0,533313.0,518188.0,476143.0,547605.0,556852.0,576563.0,590855.0,589944.0,567967.0,548384.0,558764.0,566131.0,536117.0,559552.0,560670.0,563914.0,601531.0,608843.0,631727.0,667778.0,657461.0,674857.0,684072.0,677705.0,692168.0,693437.0,706615.0,698606.0,707895.0,711454.0,699696.0,679510.0,661164.0,638657.0,649673.0,654885.0,669546.0,675971.0,656472.0,623042.0,626723.0,616180.0,619075.0,654266.0,605727.0,567824.0,622567.0,586813.0,573804.0,528819.0,560984.0,555875.0,528254.0,556468.0,581236.0,599136.0,601101.0,604172.0,678863.0,731712.0,717290.0,729969.0,737133.0,775855.0,801734.0,785759.0,795134.0,853992.0,866715.0,877272.0,905440.0,895011.0,903314.0,882665.0,879616.0,909187.0,912361.0,918736.0,944699.0,922768.0,910482.0,946975.0,950957.0,941292.0,876543.0,880126.0,863702.0,898352.0,936217.0,948042.0,916242.0,905773.0,921501.0,902922.0,888429.0,932625.0,828043.0,815598.0,836695.0,842825.0,866312.0
