metrics,2019-01-07,2019-01-14,2019-01-21,2019-01-28,2019-02-04,2019-02-11,2019-02-18,2019-02-25,2019-03-04,2019-03-11,2019-03-18,2019-03-25,2019-04-01,2019-04-08,2019-04-15,2019-04-22,2019-04-29,2019-05-06,2019-05-13,2019-05-20,2019-05-27,2019-06-03,2019-06-10,2019-06-17,2019-06-24,2019-07-01,2019-07-08,2019-07-15,2019-07-22,2019-07-29,2019-08-05,2019-08-12,2019-08-19,2019-08-26,2019-09-02,2019-09-09,2019-09-16,2019-09-23,2019-09-30,2019-10-07,2019-10-14,2019-10-21,2019-10-28,2019-11-04,2019-11-11,2019-11-18,2019-11-25,2019-12-02,2019-12-09,2019-12-16,2019-12-23,2019-12-30,2020-01-06,2020-01-13,2020-01-20,2020-01-27,2020-02-03,2020-02-10,2020-02-17,2020-02-24,2020-03-02,2020-03-09,2020-03-16,2020-03-23,2020-03-30,2020-04-06,2020-04-13,2020-04-20,2020-04-27,2020-05-04,2020-05-11,2020-05-18,2020-05-25,2020-06-01,2020-06-08,2020-06-15,2020-06-22,2020-06-29,2020-07-06,2020-07-13,2020-07-20,2020-07-27,2020-08-03,2020-08-10,2020-08-17,2020-08-24,2020-08-31,2020-09-07,2020-09-14,2020-09-21,2020-09-28,2020-10-05,2020-10-12,2020-10-19,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,2022-12-12,2022-12-19,2022-12-26
count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
mean,136.0,117.0,120.5,131.5,107.5,113.0,120.5,127.0,133.0,40.5,35.0,36.5,37.0,38.5,32.0,36.5,43.5,40.5,36.0,37.5,35.0,36.5,36.0,37.0,39.0,34.0,43.0,37.5,35.5,38.5,35.5,39.5,47.5,41.5,41.0,44.0,42.5,51.5,39.5,44.0,41.5,45.0,41.5,48.0,49.5,51.5,30.5,39.5,39.5,33.0,26.5,30.5,47.0,49.0,63.0,67.5,75.0,54.5,47.5,60.0,61.0,72.5,168.0,165.5,256.0,265.0,138.0,103.5,124.5,131.0,158.0,155.5,123.5,102.5,179.0,91.5,154.0,132.5,64.5,87.0,71.0,101.5,100.0,88.0,97.5,110.5,77.5,56.0,47.0,42.0,44.0,49.0,41.0,52.0,44.0,47.5,48.0,22.0,27.5,23.5,27.5,21.5,24.0,28.5,40.5,36.5,42.0,83.0,45.0,32.0,41.0,47.0,41.5,41.0,49.5,35.5,28.5,39.5,40.5,32.0,43.0,36.0,39.5,32.5,31.0,30.0,30.5,30.5,35.5,30.5,30.5,37.5,33.0,31.0,32.5,30.5,32.5,34.0,32.0,31.5,36.0,35.5,35.5,35.5,31.0,36.5,32.0,35.5,26.5,27.5,28.0,28.0,24.5,23.5,35.5,39.0,48.5,44.5,47.0,48.0,44.0,43.5,39.5,38.5,31.0,34.0,41.0,36.5,31.5,36.0,42.5,48.5,34.0,34.5,36.5,34.0,32.5,30.0,32.0,31.5,31.0,33.0,33.0,33.0,31.5,34.0,36.5,34.5,33.5,32.5,39.0,36.5,41.0,33.0,28.0,35.5,34.0,34.0,35.0,32.0,21.0,27.0,25.0,24.5,22.0,21.5
std,142.8355697996826,110.3086578651014,112.42997820866104,109.60155108391488,103.94469683442249,115.9655121145938,113.84419177103416,123.03657992645928,142.8355697996826,21.920310216782973,8.48528137423857,4.949747468305833,4.242640687119285,4.949747468305833,9.899494936611664,4.949747468305833,6.363961030678928,6.363961030678928,12.727922061357855,6.363961030678928,11.31370849898476,9.192388155425116,8.48528137423857,5.656854249492381,5.656854249492381,8.48528137423857,0.0,12.020815280171307,7.7781745930520225,4.949747468305833,10.606601717798211,3.5355339059327378,6.363961030678928,0.7071067811865476,8.48528137423857,4.242640687119285,3.5355339059327378,6.363961030678928,3.5355339059327378,2.8284271247461903,6.363961030678928,7.071067811865476,4.949747468305833,2.8284271247461903,7.7781745930520225,19.091883092036785,13.435028842544405,26.16295090390226,27.577164466275352,16.97056274847714,13.435028842544405,12.020815280171307,7.071067811865476,2.8284271247461903,15.556349186104043,3.5355339059327378,18.384776310850235,3.5355339059327378,3.5355339059327378,5.656854249492381,0.0,12.020815280171307,36.76955262170047,23.33452377915607,31.11269837220809,9.899494936611664,179.60512242138307,144.95689014324225,157.6848122046001,155.56349186104046,222.03152929257595,218.4959953866432,168.99852070358486,129.4005409571382,79.19595949289332,50.20458146424488,149.90663761154806,123.74368670764582,38.89087296526012,53.74011537017761,70.71067811865476,101.1162697096763,91.92388155425118,67.88225099390856,82.73149339882606,99.7020561473032,60.10407640085654,22.62741699796952,19.79898987322333,11.31370849898476,21.213203435596427,18.384776310850235,22.62741699796952,14.142135623730953,26.87005768508881,13.435028842544405,16.97056274847714,8.48528137423857,17.67766952966369,13.435028842544405,10.606601717798211,12.020815280171307,8.48528137423857,6.363961030678928,6.363961030678928,12.020815280171307,29.698484809834994,21.213203435596427,14.142135623730953,14.142135623730953,25.45584412271571,7.071067811865476,20.50609665440988,5.656854249492381,2.1213203435596424,3.5355339059327378,6.363961030678928,2.1213203435596424,3.5355339059327378,11.31370849898476,15.556349186104043,8.48528137423857,3.5355339059327378,13.435028842544405,4.242640687119285,12.727922061357855,12.020815280171307,16.263455967290593,14.849242404917495,12.020815280171307,10.606601717798211,10.606601717798211,16.97056274847714,12.727922061357855,16.263455967290593,14.849242404917495,17.67766952966369,16.97056274847714,19.79898987322333,14.849242404917495,21.213203435596427,21.920310216782973,20.50609665440988,17.67766952966369,15.556349186104043,21.920310216782973,28.284271247461906,16.263455967290593,13.435028842544405,19.091883092036785,16.97056274847714,18.384776310850235,14.849242404917495,13.435028842544405,13.435028842544405,19.79898987322333,10.606601717798211,4.949747468305833,8.48528137423857,21.213203435596427,11.31370849898476,10.606601717798211,2.1213203435596424,23.33452377915607,15.556349186104043,18.384776310850235,28.284271247461906,20.50609665440988,14.849242404917495,8.48528137423857,27.577164466275352,34.64823227814083,19.79898987322333,19.091883092036785,21.920310216782973,15.556349186104043,26.16295090390226,21.213203435596427,16.97056274847714,20.50609665440988,15.556349186104043,26.87005768508881,26.87005768508881,28.284271247461906,20.50609665440988,15.556349186104043,10.606601717798211,20.50609665440988,13.435028842544405,14.849242404917495,19.79898987322333,13.435028842544405,24.04163056034261,18.384776310850235,18.384776310850235,20.50609665440988,24.04163056034261,18.384776310850235,26.87005768508881,24.04163056034261,19.79898987322333,26.87005768508881,18.384776310850235,20.50609665440988,18.384776310850235,14.849242404917495
min,35.0,39.0,41.0,54.0,34.0,31.0,40.0,40.0,32.0,25.0,29.0,33.0,34.0,35.0,25.0,33.0,39.0,36.0,27.0,33.0,27.0,30.0,30.0,33.0,35.0,28.0,43.0,29.0,30.0,35.0,28.0,37.0,43.0,41.0,35.0,41.0,40.0,47.0,37.0,42.0,37.0,40.0,38.0,46.0,44.0,38.0,21.0,21.0,20.0,21.0,17.0,22.0,42.0,47.0,52.0,65.0,62.0,52.0,45.0,56.0,61.0,64.0,142.0,149.0,234.0,258.0,11.0,1.0,13.0,21.0,1.0,1.0,4.0,11.0,123.0,56.0,48.0,45.0,37.0,49.0,21.0,30.0,35.0,40.0,39.0,40.0,35.0,40.0,33.0,34.0,29.0,36.0,25.0,42.0,25.0,38.0,36.0,16.0,15.0,14.0,20.0,13.0,18.0,24.0,36.0,28.0,21.0,68.0,35.0,22.0,23.0,42.0,27.0,37.0,48.0,33.0,24.0,38.0,38.0,24.0,32.0,30.0,37.0,23.0,28.0,21.0,22.0,19.0,25.0,22.0,23.0,30.0,21.0,22.0,21.0,20.0,20.0,22.0,18.0,21.0,21.0,20.0,21.0,23.0,20.0,21.0,12.0,24.0,17.0,14.0,16.0,15.0,14.0,14.0,26.0,25.0,41.0,41.0,41.0,33.0,36.0,36.0,38.0,22.0,20.0,21.0,21.0,22.0,21.0,30.0,23.0,24.0,20.0,21.0,21.0,23.0,14.0,15.0,20.0,17.0,20.0,14.0,14.0,13.0,17.0,23.0,29.0,20.0,24.0,22.0,25.0,27.0,24.0,20.0,15.0,21.0,17.0,21.0,16.0,15.0,7.0,8.0,12.0,10.0,9.0,11.0
q1,85.5,78.0,80.75,92.75,70.75,72.0,80.25,83.5,82.5,32.75,32.0,34.75,35.5,36.75,28.5,34.75,41.25,38.25,31.5,35.25,31.0,33.25,33.0,35.0,37.0,31.0,43.0,33.25,32.75,36.75,31.75,38.25,45.25,41.25,38.0,42.5,41.25,49.25,38.25,43.0,39.25,42.5,39.75,47.0,46.75,44.75,25.75,30.25,29.75,27.0,21.75,26.25,44.5,48.0,57.5,66.25,68.5,53.25,46.25,58.0,61.0,68.25,155.0,157.25,245.0,261.5,74.5,52.25,68.75,76.0,79.5,78.25,63.75,56.75,151.0,73.75,101.0,88.75,50.75,68.0,46.0,65.75,67.5,64.0,68.25,75.25,56.25,48.0,40.0,38.0,36.5,42.5,33.0,47.0,34.5,42.75,42.0,19.0,21.25,18.75,23.75,17.25,21.0,26.25,38.25,32.25,31.5,75.5,40.0,27.0,32.0,44.5,34.25,39.0,48.75,34.25,26.25,38.75,39.25,28.0,37.5,33.0,38.25,27.75,29.5,25.5,26.25,24.75,30.25,26.25,26.75,33.75,27.0,26.5,26.75,25.25,26.25,28.0,25.0,26.25,28.5,27.75,28.25,29.25,25.5,28.75,22.0,29.75,21.75,20.75,22.0,21.5,19.25,18.75,30.75,32.0,44.75,42.75,44.0,40.5,40.0,39.75,38.75,30.25,25.5,27.5,31.0,29.25,26.25,33.0,32.75,36.25,27.0,27.75,28.75,28.5,23.25,22.5,26.0,24.25,25.5,23.5,23.5,23.0,24.25,28.5,32.75,27.25,28.75,27.25,32.0,31.75,32.5,26.5,21.5,28.25,25.5,27.5,25.5,23.5,14.0,17.5,18.5,17.25,15.5,16.25
q2,136.0,117.0,120.5,131.5,107.5,113.0,120.5,127.0,133.0,40.5,35.0,36.5,37.0,38.5,32.0,36.5,43.5,40.5,36.0,37.5,35.0,36.5,36.0,37.0,39.0,34.0,43.0,37.5,35.5,38.5,35.5,39.5,47.5,41.5,41.0,44.0,42.5,51.5,39.5,44.0,41.5,45.0,41.5,48.0,49.5,51.5,30.5,39.5,39.5,33.0,26.5,30.5,47.0,49.0,63.0,67.5,75.0,54.5,47.5,60.0,61.0,72.5,168.0,165.5,256.0,265.0,138.0,103.5,124.5,131.0,158.0,155.5,123.5,102.5,179.0,91.5,154.0,132.5,64.5,87.0,71.0,101.5,100.0,88.0,97.5,110.5,77.5,56.0,47.0,42.0,44.0,49.0,41.0,52.0,44.0,47.5,48.0,22.0,27.5,23.5,27.5,21.5,24.0,28.5,40.5,36.5,42.0,83.0,45.0,32.0,41.0,47.0,41.5,41.0,49.5,35.5,28.5,39.5,40.5,32.0,43.0,36.0,39.5,32.5,31.0,30.0,30.5,30.5,35.5,30.5,30.5,37.5,33.0,31.0,32.5,30.5,32.5,34.0,32.0,31.5,36.0,35.5,35.5,35.5,31.0,36.5,32.0,35.5,26.5,27.5,28.0,28.0,24.5,23.5,35.5,39.0,48.5,44.5,47.0,48.0,44.0,43.5,39.5,38.5,31.0,34.0,41.0,36.5,31.5,36.0,42.5,48.5,34.0,34.5,36.5,34.0,32.5,30.0,32.0,31.5,31.0,33.0,33.0,33.0,31.5,34.0,36.5,34.5,33.5,32.5,39.0,36.5,41.0,33.0,28.0,35.5,34.0,34.0,35.0,32.0,21.0,27.0,25.0,24.5,22.0,21.5
q3,186.5,156.0,160.25,170.25,144.25,154.0,160.75,170.5,183.5,48.25,38.0,38.25,38.5,40.25,35.5,38.25,45.75,42.75,40.5,39.75,39.0,39.75,39.0,39.0,41.0,37.0,43.0,41.75,38.25,40.25,39.25,40.75,49.75,41.75,44.0,45.5,43.75,53.75,40.75,45.0,43.75,47.5,43.25,49.0,52.25,58.25,35.25,48.75,49.25,39.0,31.25,34.75,49.5,50.0,68.5,68.75,81.5,55.75,48.75,62.0,61.0,76.75,181.0,173.75,267.0,268.5,201.5,154.75,180.25,186.0,236.5,232.75,183.25,148.25,207.0,109.25,207.0,176.25,78.25,106.0,96.0,137.25,132.5,112.0,126.75,145.75,98.75,64.0,54.0,46.0,51.5,55.5,49.0,57.0,53.5,52.25,54.0,25.0,33.75,28.25,31.25,25.75,27.0,30.75,42.75,40.75,52.5,90.5,50.0,37.0,50.0,49.5,48.75,43.0,50.25,36.75,30.75,40.25,41.75,36.0,48.5,39.0,40.75,37.25,32.5,34.5,34.75,36.25,40.75,34.75,34.25,41.25,39.0,35.5,38.25,35.75,38.75,40.0,39.0,36.75,43.5,43.25,42.75,41.75,36.5,44.25,42.0,41.25,31.25,34.25,34.0,34.5,29.75,28.25,40.25,46.0,52.25,46.25,50.0,55.5,48.0,47.25,40.25,46.75,36.5,40.5,51.0,43.75,36.75,39.0,52.25,60.75,41.0,41.25,44.25,39.5,41.75,37.5,38.0,38.75,36.5,42.5,42.5,43.0,38.75,39.5,40.25,41.75,38.25,37.75,46.0,41.25,49.5,39.5,34.5,42.75,42.5,40.5,44.5,40.5,28.0,36.5,31.5,31.75,28.5,26.75
max,237.0,195.0,200.0,209.0,181.0,195.0,201.0,214.0,234.0,56.0,41.0,40.0,40.0,42.0,39.0,40.0,48.0,45.0,45.0,42.0,43.0,43.0,42.0,41.0,43.0,40.0,43.0,46.0,41.0,42.0,43.0,42.0,52.0,42.0,47.0,47.0,45.0,56.0,42.0,46.0,46.0,50.0,45.0,50.0,55.0,65.0,40.0,58.0,59.0,45.0,36.0,39.0,52.0,51.0,74.0,70.0,88.0,57.0,50.0,64.0,61.0,81.0,194.0,182.0,278.0,272.0,265.0,206.0,236.0,241.0,315.0,310.0,243.0,194.0,235.0,127.0,260.0,220.0,92.0,125.0,121.0,173.0,165.0,136.0,156.0,181.0,120.0,72.0,61.0,50.0,59.0,62.0,57.0,62.0,63.0,57.0,60.0,28.0,40.0,33.0,35.0,30.0,30.0,33.0,45.0,45.0,63.0,98.0,55.0,42.0,59.0,52.0,56.0,45.0,51.0,38.0,33.0,41.0,43.0,40.0,54.0,42.0,42.0,42.0,34.0,39.0,39.0,42.0,46.0,39.0,38.0,45.0,45.0,40.0,44.0,41.0,45.0,46.0,46.0,42.0,51.0,51.0,50.0,48.0,42.0,52.0,52.0,47.0,36.0,41.0,40.0,41.0,35.0,33.0,45.0,53.0,56.0,48.0,53.0,63.0,52.0,51.0,41.0,55.0,42.0,47.0,61.0,51.0,42.0,42.0,62.0,73.0,48.0,48.0,52.0,45.0,51.0,45.0,44.0,46.0,42.0,52.0,52.0,53.0,46.0,45.0,44.0,49.0,43.0,43.0,53.0,46.0,58.0,46.0,41.0,50.0,51.0,47.0,54.0,49.0,35.0,46.0,38.0,39.0,35.0,32.0
sum,272.0,234.0,241.0,263.0,215.0,226.0,241.0,254.0,266.0,81.0,70.0,73.0,74.0,77.0,64.0,73.0,87.0,81.0,72.0,75.0,70.0,73.0,72.0,74.0,78.0,68.0,86.0,75.0,71.0,77.0,71.0,79.0,95.0,83.0,82.0,88.0,85.0,103.0,79.0,88.0,83.0,90.0,83.0,96.0,99.0,103.0,61.0,79.0,79.0,66.0,53.0,61.0,94.0,98.0,126.0,135.0,150.0,109.0,95.0,120.0,122.0,145.0,336.0,331.0,512.0,530.0,276.0,207.0,249.0,262.0,316.0,311.0,247.0,205.0,358.0,183.0,308.0,265.0,129.0,174.0,142.0,203.0,200.0,176.0,195.0,221.0,155.0,112.0,94.0,84.0,88.0,98.0,82.0,104.0,88.0,95.0,96.0,44.0,55.0,47.0,55.0,43.0,48.0,57.0,81.0,73.0,84.0,166.0,90.0,64.0,82.0,94.0,83.0,82.0,99.0,71.0,57.0,79.0,81.0,64.0,86.0,72.0,79.0,65.0,62.0,60.0,61.0,61.0,71.0,61.0,61.0,75.0,66.0,62.0,65.0,61.0,65.0,68.0,64.0,63.0,72.0,71.0,71.0,71.0,62.0,73.0,64.0,71.0,53.0,55.0,56.0,56.0,49.0,47.0,71.0,78.0,97.0,89.0,94.0,96.0,88.0,87.0,79.0,77.0,62.0,68.0,82.0,73.0,63.0,72.0,85.0,97.0,68.0,69.0,73.0,68.0,65.0,60.0,64.0,63.0,62.0,66.0,66.0,66.0,63.0,68.0,73.0,69.0,67.0,65.0,78.0,73.0,82.0,66.0,56.0,71.0,68.0,68.0,70.0,64.0,42.0,54.0,50.0,49.0,44.0,43.0
