metrics,2019-01-07,2019-01-14,2019-01-21,2019-01-28,2019-02-04,2019-02-11,2019-02-18,2019-02-25,2019-03-04,2019-03-11,2019-03-18,2019-03-25,2019-04-01,2019-04-08,2019-04-15,2019-04-22,2019-04-29,2019-05-06,2019-05-13,2019-05-20,2019-05-27,2019-06-03,2019-06-10,2019-06-17,2019-06-24,2019-07-01,2019-07-08,2019-07-15,2019-07-22,2019-07-29,2019-08-05,2019-08-12,2019-08-19,2019-08-26,2019-09-02,2019-09-09,2019-09-16,2019-09-23,2019-09-30,2019-10-07,2019-10-14,2019-10-21,2019-10-28,2019-11-04,2019-11-11,2019-11-18,2019-11-25,2019-12-02,2019-12-09,2019-12-16,2019-12-23,2019-12-30,2020-01-06,2020-01-13,2020-01-20,2020-01-27,2020-02-03,2020-02-10,2020-02-17,2020-02-24,2020-03-02,2020-03-09,2020-03-16,2020-03-23,2020-03-30,2020-04-06,2020-04-13,2020-04-20,2020-04-27,2020-05-04,2020-05-11,2020-05-18,2020-05-25,2020-06-01,2020-06-08,2020-06-15,2020-06-22,2020-06-29,2020-07-06,2020-07-13,2020-07-20,2020-07-27,2020-08-03,2020-08-10,2020-08-17,2020-08-24,2020-08-31,2020-09-07,2020-09-14,2020-09-21,2020-09-28,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,2022-12-12,2022-12-19,2022-12-26
count,42.0,45.0,45.0,46.0,44.0,45.0,44.0,48.0,46.0,44.0,49.0,44.0,48.0,48.0,51.0,46.0,47.0,47.0,50.0,46.0,42.0,51.0,50.0,48.0,46.0,48.0,50.0,49.0,44.0,49.0,47.0,46.0,48.0,48.0,48.0,44.0,49.0,49.0,49.0,45.0,43.0,48.0,44.0,46.0,45.0,46.0,48.0,46.0,49.0,47.0,44.0,48.0,48.0,47.0,45.0,45.0,50.0,47.0,51.0,50.0,52.0,46.0,46.0,41.0,44.0,46.0,44.0,46.0,43.0,47.0,51.0,48.0,51.0,52.0,47.0,51.0,43.0,48.0,50.0,43.0,45.0,49.0,47.0,49.0,44.0,46.0,43.0,51.0,48.0,46.0,45.0,44.0,42.0,45.0,18.0,42.0,42.0,42.0,37.0,45.0,45.0,38.0,40.0,34.0,36.0,39.0,33.0,39.0,39.0,34.0,32.0,38.0,38.0,37.0,34.0,33.0,41.0,33.0,37.0,34.0,31.0,32.0,35.0,35.0,32.0,32.0,33.0,39.0,34.0,37.0,37.0,32.0,34.0,36.0,36.0,33.0,33.0,35.0,32.0,36.0,33.0,31.0,30.0,36.0,30.0,31.0,33.0,37.0,32.0,29.0,30.0,29.0,33.0,31.0,32.0,35.0,28.0,30.0,31.0,31.0,29.0,35.0,31.0,33.0,31.0,28.0,30.0,31.0,33.0,37.0,36.0,37.0,36.0,34.0,31.0,34.0,36.0,32.0,37.0,29.0,30.0,35.0,36.0,31.0,31.0,33.0,37.0,34.0,32.0,39.0,38.0,32.0,38.0,36.0,36.0,38.0,38.0,39.0,38.0,37.0,38.0,41.0,40.0,39.0,38.0,35.0,38.0
mean,27674.64285714286,28416.8,62643.97777777778,57656.608695652176,21705.18181818182,23958.777777777777,53414.61363636364,42619.395833333336,23374.58695652174,52877.931818181816,31980.61224489796,29147.43181818182,28087.375,30465.9375,57250.705882352944,43222.95652173913,20713.297872340427,96648.48936170212,96077.74,32514.34782608696,42834.40476190476,55745.07843137255,31652.76,39052.270833333336,62164.63043478261,26200.416666666668,39275.78,86457.51020408163,97060.47727272728,43625.02040816326,54560.936170212764,40810.782608695656,50102.875,43779.29166666666,48061.66666666666,31705.954545454544,65052.89795918368,59467.81632653061,65352.28571428572,21053.28888888889,35880.72093023256,48510.41666666666,25261.840909090908,39485.391304347824,38614.4,35160.86956521739,23797.8125,22121.369565217392,40732.04081632653,23427.702127659573,58741.0,42218.0625,29465.916666666668,54947.31914893617,53711.66666666666,38446.77777777778,21468.54,74072.4255319149,62261.45098039216,58771.68,43226.36538461538,24567.260869565216,63211.108695652176,35535.46341463415,44768.204545454544,73111.28260869565,32778.36363636364,29955.0,59143.651162790695,37444.21276595745,35668.509803921566,86573.64583333333,48738.45098039216,80830.48076923077,59612.936170212764,49563.35294117647,70696.93023255814,66437.70833333333,40575.96,48383.395348837206,43586.066666666666,85785.77551020408,49567.53191489362,39445.24489795919,44105.88636363636,42765.82608695652,37473.81395348837,25258.58823529412,36205.145833333336,28915.217391304348,35730.95555555556,46091.25,71668.28571428571,27937.37777777778,9527.888888888889,27317.5,73304.97619047618,54140.16666666666,34073.10810810811,17244.555555555555,13806.08888888889,29852.763157894737,20938.375,39590.382352941175,84900.05555555556,103531.17948717948,103872.21212121211,109090.41025641024,19823.384615384617,84766.94117647059,29967.96875,34061.42105263158,30286.552631578947,26568.783783783783,22937.41176470588,18593.484848484848,30101.39024390244,19624.454545454544,57289.13513513513,74229.73529411765,24329.0,35957.09375,41194.28571428572,187839.8,105839.21875,45654.6875,72072.24242424243,47070.0,43924.76470588235,59444.81081081081,76655.72972972973,55811.34375,124550.91176470587,94764.13888888888,84101.91666666667,84848.0303030303,41991.606060606064,88513.17142857143,28664.875,36942.333333333336,55760.09090909091,27066.67741935484,27149.0,34338.88888888889,86722.3,21773.129032258064,26154.0,107030.16216216216,62817.03125,120646.4827586207,97626.26666666666,32110.93103448276,34923.545454545456,28427.870967741936,28051.9375,56389.94285714286,71086.32142857143,21280.466666666667,36868.096774193546,42271.58064516129,25199.689655172413,50753.57142857143,51156.29032258064,23714.78787878788,62411.03225806452,25013.35714285714,21665.13333333333,18386.967741935485,27269.60606060606,27333.54054054054,27291.0,49108.24324324324,23268.916666666668,65672.20588235294,27147.74193548387,54177.02941176471,54772.16666666666,41959.34375,52764.45945945946,70117.24137931035,202186.16666666663,100505.08571428571,79675.88888888889,52507.1935483871,36460.77419354839,138077.42424242423,125584.8918918919,81028.61764705883,143640.0625,134924.15384615384,38846.28947368421,31467.03125,37863.55263157895,30792.88888888889,68289.88888888889,61517.73684210526,50179.76315789474,27726.615384615383,32252.13157894737,40913.37837837838,87334.8947368421,26024.36585365853,22209.025,35815.41025641026,49132.55263157895,27438.0,28014.526315789477
std,45564.387880428265,43916.87771781845,160274.8457994024,208437.9066326445,34514.80701412059,51143.134301900405,140890.85875907814,115998.09880975758,29264.35438061965,102502.37353381143,62733.94635808442,47178.22094075589,56337.90132558434,43215.95730962695,132428.70348550484,90303.60608007158,27723.87900185224,439780.5324502346,265512.69742394466,72163.6473253573,111086.39845415414,123948.58063839911,77125.28145539487,69330.35650397048,176549.36824876542,52691.97432280803,81539.32619051787,234367.34383842832,350804.05947185063,83885.59547544744,113271.35300135116,81824.34517398651,94674.13254447,92463.76708052529,107211.08213107596,57343.10198979333,134845.6772309932,139391.06889172658,289754.6803216329,22113.790421386613,65551.96656391368,102301.08838376816,38615.85972829683,95587.39434825034,65030.23531977609,96474.3513533482,28933.63902998182,34517.76072713788,124335.70171883446,31457.525123717907,139293.71126975663,86309.47072054051,38587.5682057766,175862.1596823349,126013.3471022379,92317.2381735662,39049.38027531452,309284.3265390029,185756.9587985671,275967.791310496,91692.55007906113,48008.473434701446,185675.89720600407,89959.3528475771,116167.02618344856,235246.55672668797,49850.679587208775,52798.24459497788,226116.57836789405,96941.63432412314,87390.19816006198,225871.28091134445,127553.55425440936,290156.92538818566,206444.44506920167,109830.439217336,138783.61535934027,119336.71091833703,107332.38449064356,101311.49941479156,84541.02497749514,308888.7866167925,97441.52901943658,63038.18177849657,82645.07726253859,67429.0264283876,75444.69230163495,31323.11430887834,80367.38070963378,60385.82936267711,59591.51148899845,99710.92651309002,300222.85345554486,38947.25179200061,6711.452090523979,37440.47439456722,216246.3277709336,257013.6297792174,73216.18907530089,18507.4794764362,13988.684462518955,68136.00605007532,21676.822039394152,71981.06981111359,328557.8082982784,359821.226581294,370178.1725338285,367850.800417901,22867.843541596027,289515.6380446844,44125.16809470632,60667.48923596808,43714.33614291854,44662.12307558407,31617.79990536368,29628.57847176566,49998.2396754516,27507.19520426759,129114.3567581257,162631.5971588638,49811.85398811545,66025.81007179002,131757.84860081758,520581.3169004548,406333.0183044869,128260.4647870226,160950.27562011004,93771.19809717132,79297.2175265823,166407.20137158825,126797.13402335256,113307.23572248848,387318.4671401298,239669.5462187352,330421.39648752206,258121.14352524537,73942.53775734377,245801.4147669625,62591.56555914831,61205.89102412564,106528.20050706164,35292.48603445885,39779.97573290292,47750.31464954089,355970.83787504083,29168.35906565187,56175.32930366319,339142.2260127186,218377.09459548807,278354.7114997621,236908.1768546964,81885.41805384043,63986.935264205946,58926.52713379148,47609.73095975742,198938.5378090049,220489.4021471081,27369.59238698825,107356.86701475436,129277.4863624171,49180.68820620509,158135.46941937914,163657.8531213201,25462.20322575893,244620.35239550067,38214.38374943663,30336.17605040094,20204.63816962807,51690.21636147611,41038.03912469138,38547.79265275769,170145.19027132963,30799.79526219058,219135.12068429368,47503.48042895927,157457.1559232014,107120.64858373476,89929.0976999997,85573.54761373223,213766.2860974666,532624.9930500098,207690.28905438128,208267.93122099483,103487.33506712124,86179.72942082907,412877.3141160572,397766.54458403273,221042.66956432216,391045.6624905091,437426.5775831797,67343.57749224853,62893.049417236805,59429.22727108014,41272.34255373707,255515.6257242293,230612.6473438868,106369.10286647182,50473.813888524826,44064.511580409664,63344.97886632432,395257.5084162147,38980.05629020826,21203.74630842813,73734.10114862514,123736.01668038934,31448.67992273051,45112.46141782738
min,750.0,2472.0,956.0,2367.0,1704.0,861.0,2208.0,1575.0,414.0,3339.0,2215.0,1965.0,1132.0,3204.0,591.0,1486.0,2567.0,1141.0,2154.0,3126.0,3723.0,179.0,179.0,694.0,179.0,179.0,179.0,179.0,153.0,179.0,179.0,179.0,179.0,571.0,21.0,21.0,21.0,21.0,19.0,19.0,19.0,19.0,19.0,449.0,449.0,179.0,1763.0,1052.0,1648.0,571.0,2044.0,2150.0,571.0,440.0,3398.0,440.0,434.0,179.0,434.0,434.0,434.0,1818.0,1949.0,1025.0,179.0,179.0,980.0,179.0,179.0,179.0,279.0,179.0,179.0,191.0,279.0,179.0,191.0,243.0,190.0,179.0,190.0,190.0,179.0,86.0,179.0,429.0,1622.0,1195.0,542.0,2265.0,2432.0,179.0,433.0,203.0,725.0,243.0,179.0,179.0,1067.0,179.0,235.0,179.0,179.0,179.0,179.0,960.0,179.0,2298.0,3285.0,2600.0,243.0,179.0,1394.0,850.0,1601.0,571.0,179.0,1394.0,1394.0,1990.0,3027.0,179.0,9.0,1186.0,1394.0,179.0,179.0,1548.0,179.0,179.0,179.0,691.0,369.0,179.0,179.0,2332.0,571.0,875.0,1431.0,937.0,2620.0,1766.0,1368.0,235.0,1312.0,513.0,662.0,1283.0,571.0,1372.0,1124.0,1567.0,571.0,235.0,235.0,571.0,6268.0,279.0,235.0,2633.0,570.0,235.0,235.0,235.0,235.0,570.0,235.0,235.0,235.0,1218.0,861.0,870.0,243.0,1368.0,4268.0,1271.0,2250.0,2938.0,572.0,2222.0,3808.0,1613.0,1093.0,232.0,1322.0,1405.0,503.0,232.0,1900.0,235.0,235.0,235.0,235.0,819.0,230.0,230.0,1405.0,745.0,1162.0,235.0,538.0,1083.0,1405.0,1062.0,1370.0,1922.0,235.0
q1,6511.0,10200.0,10759.0,8044.0,7361.5,4919.0,6572.25,7420.25,7172.5,7561.0,7124.0,7421.25,8195.25,11811.5,8747.0,8737.0,5712.5,6936.5,8427.0,9937.0,9648.0,7017.0,7861.0,9710.0,8838.25,6552.5,7331.0,7806.0,10087.0,7765.0,7649.0,9325.75,7185.5,7619.5,9694.25,8381.5,7333.0,8222.0,8227.0,6209.0,6893.5,9877.25,7936.25,7198.0,6958.0,7259.0,8883.5,8151.0,9438.0,7344.0,9036.25,8462.25,10766.0,6232.0,8168.0,9273.0,6649.75,7336.5,6882.5,7557.0,7179.75,6625.25,10889.5,7413.0,6727.25,7390.75,8959.25,7816.5,6905.0,7794.5,6583.5,7102.5,6527.5,7501.75,7020.5,7822.5,6713.0,7297.0,7016.0,7778.5,6913.0,7240.0,7896.5,6988.0,7637.75,7840.25,6323.0,6531.5,6535.0,7070.25,6050.0,7563.75,6527.25,7364.0,4926.0,6707.75,9597.0,6158.5,6417.0,6364.0,5222.0,7162.0,7788.0,8207.5,8489.25,8235.0,7812.0,10805.0,7048.0,6098.75,8481.5,7257.0,7938.75,6559.0,10598.5,5293.0,6287.0,4135.0,6859.0,7897.0,6735.5,6969.25,5859.0,5890.0,7272.0,9747.0,7793.0,7517.0,10342.5,8051.0,6732.0,6729.5,9047.5,8029.75,7099.5,11156.0,7001.0,9241.5,5260.25,8116.75,7063.0,6711.0,8008.75,8804.75,6306.5,5146.0,7806.0,7305.0,7432.75,10233.0,8818.5,7099.0,6885.0,6077.5,8119.75,7840.5,9540.0,7498.5,8047.5,6264.5,7595.0,7756.0,7553.5,8009.0,7128.0,6275.25,8439.25,7052.5,8081.0,8081.0,7545.5,7277.0,7878.25,7657.75,9790.5,6893.5,7639.75,7824.75,10452.0,8954.0,8268.0,10356.5,8537.25,9115.5,7851.0,11085.0,7342.0,11043.5,8044.0,8088.5,6299.75,5929.75,6956.25,9406.25,8065.25,8437.25,9206.0,6802.0,9371.0,8347.0,7410.75,7501.0,8841.25,7723.5,7848.75,11158.0,8264.75
q2,10569.0,15624.0,18817.0,13887.5,13893.5,10360.0,10673.5,13656.0,11302.5,17465.0,13702.0,15917.5,14280.5,19528.5,16457.0,18978.0,11249.0,12010.0,16647.0,15513.0,16544.0,11118.0,12538.5,14242.5,14677.5,15010.0,14419.5,15608.0,14310.5,12556.0,17910.0,14651.0,13355.5,14140.0,14912.5,13712.5,15098.0,20766.0,13816.0,11864.0,12333.0,17141.0,13159.5,16371.5,13068.0,15197.5,13462.5,12572.5,13049.0,14357.0,17881.0,14565.0,16093.0,12243.0,14645.0,15150.0,11811.5,13359.0,14059.0,13906.0,11992.0,12073.0,17844.0,11482.0,11260.0,14041.5,13520.5,14062.5,11705.0,11786.0,12790.0,11473.0,12063.0,13520.5,13270.0,15845.0,12176.0,14255.5,10713.0,12063.0,12723.0,13218.0,12063.0,18977.0,13341.5,13135.0,12184.0,17344.0,11403.0,12123.5,12063.0,13775.0,11719.5,14979.0,7268.5,14960.5,21015.0,11108.5,11740.0,12059.0,7798.0,12175.0,13775.0,17254.0,15194.5,14477.0,11913.0,16204.0,11004.0,13465.0,12016.0,13712.5,12454.5,11268.0,13077.0,9449.0,11595.0,13702.0,12063.0,15590.0,11994.0,13563.0,10402.0,12744.0,12653.5,13267.5,17317.0,11955.0,13574.0,13082.0,19985.0,12485.0,14229.0,13574.0,13036.0,16362.0,17051.0,15473.0,10544.5,13244.0,11649.0,18289.0,14406.0,18530.0,11306.5,10113.0,11095.0,11231.0,12149.0,17219.0,16011.5,12762.0,11231.0,11838.0,14033.5,10430.0,16506.0,13089.0,10162.0,10415.0,11661.0,11231.0,14675.0,14493.0,11231.0,12851.0,14682.0,12852.0,12956.0,12432.0,16141.0,12442.0,13270.5,14804.0,14671.0,12544.0,11754.5,13395.0,15399.0,16221.0,15654.5,20307.0,18458.0,15172.0,12151.0,15373.0,14624.0,14777.5,16395.5,16350.0,12254.0,11668.5,15265.5,17899.5,10734.0,17420.0,15703.5,15220.0,16258.5,14073.0,11726.0,13181.0,14543.0,12055.0,15316.0,15070.0,11789.5
q3,23180.75,21567.0,33272.0,23395.0,20580.25,19635.0,21444.25,21633.5,26805.5,37446.75,22142.0,21925.0,22306.5,29363.5,33080.5,23089.5,25088.0,25171.0,53295.75,28461.0,28777.0,25648.5,28270.75,29341.5,27910.75,30550.75,23897.75,29198.0,23369.5,29190.0,29939.0,24904.75,33270.5,25278.0,31305.5,29732.75,31115.0,38296.0,26067.0,28638.0,30534.5,38062.75,22781.25,31304.5,33036.0,22740.5,25674.75,24640.0,24784.0,26678.5,38768.75,27619.0,35959.25,27902.0,30847.0,26229.0,20212.25,27279.5,37954.5,25766.0,23128.5,20224.75,34535.0,19980.0,19852.5,23212.0,33267.5,23233.75,23742.5,23918.5,20655.0,28888.0,24857.0,22489.5,30944.0,26396.0,56040.5,47574.5,26344.25,30208.5,23786.0,27347.0,22489.5,39532.0,36087.5,49352.0,26881.5,31484.5,22783.75,18540.75,29513.0,26168.0,27200.0,24621.0,13649.0,26587.75,43268.0,17129.5,26553.0,17493.0,17388.0,20474.5,24861.75,25131.25,32550.25,29593.0,25939.0,35259.0,21618.5,23241.5,23246.5,23532.0,23362.75,21060.0,19350.75,20433.0,25766.0,23660.0,23660.0,33336.25,19212.5,18769.75,20412.0,51505.0,27540.0,28906.75,31868.0,35894.5,29863.0,24511.0,96517.0,22561.0,32073.0,30128.5,20139.75,31468.0,32440.0,54741.5,20566.5,29370.25,25531.0,23728.5,26103.5,27272.75,22564.25,19584.0,16931.0,27485.0,31552.0,43456.0,41683.5,18705.0,25459.0,20078.0,22962.25,20881.5,25626.5,20397.5,16664.5,19813.0,18477.0,19195.5,27274.5,25236.0,20122.0,20928.25,21566.25,19876.5,25374.0,29588.0,29627.0,27061.0,24364.25,25050.0,21340.5,19089.0,27299.25,19454.75,42414.0,30270.0,35888.25,65990.5,41330.75,27629.5,22705.0,28342.0,27133.0,27607.25,117960.5,58381.5,27526.5,21004.0,29226.25,27437.25,20584.25,27304.75,31497.25,18389.5,25822.0,20391.0,19532.25,21332.0,26716.0,21244.5,30569.75,30779.0,19845.25
max,216493.0,234991.0,981043.0,1403753.0,222280.0,331064.0,709882.0,780969.0,147882.0,483487.0,375417.0,266824.0,364335.0,271932.0,728575.0,550372.0,155155.0,3015780.0,1790244.0,491470.0,717744.0,575721.0,538403.0,353902.0,1090187.0,367245.0,376403.0,1495653.0,2135289.0,453748.0,517876.0,363308.0,440191.0,434639.0,621433.0,294646.0,692601.0,891303.0,2040596.0,85683.0,319330.0,627681.0,229250.0,622628.0,281999.0,654486.0,165362.0,233126.0,870971.0,187718.0,879060.0,436969.0,245069.0,1178395.0,570555.0,583184.0,265509.0,2113413.0,1268280.0,1965848.0,425847.0,288630.0,1162653.0,495343.0,717430.0,1197019.0,269755.0,247250.0,1481167.0,640379.0,531989.0,1334174.0,838202.0,1868726.0,1408732.0,623391.0,623391.0,543678.0,728757.0,514485.0,388783.0,2119016.0,396534.0,328347.0,354137.0,354137.0,396534.0,167937.0,457641.0,319483.0,253609.0,549119.0,1954881.0,192178.0,23990.0,202058.0,1398977.0,1677734.0,341729.0,80567.0,61597.0,396543.0,107481.0,396543.0,1981510.0,1981510.0,1981510.0,1981510.0,105279.0,1674521.0,193705.0,325681.0,202161.0,241254.0,143210.0,162590.0,279896.0,154712.0,622463.0,708426.0,279896.0,271047.0,785019.0,2180519.0,2300490.0,723357.0,746874.0,408743.0,330019.0,922167.0,627660.0,419671.0,2175521.0,1163380.0,1977083.0,1455122.0,305846.0,1438930.0,327010.0,288899.0,421474.0,157732.0,174070.0,234567.0,1960455.0,129147.0,315690.0,1692988.0,1249857.0,1249857.0,1067002.0,444303.0,267839.0,311159.0,256380.0,1176708.0,1176708.0,142422.0,599320.0,724469.0,263643.0,921592.0,921592.0,105729.0,1373748.0,166104.0,166104.0,96774.0,293095.0,187039.0,168850.0,1044070.0,131808.0,1274644.0,264154.0,878303.0,473961.0,352223.0,331852.0,1134392.0,2085695.0,882334.0,1199034.0,392234.0,377567.0,2037732.0,2075802.0,1093911.0,2037732.0,2663005.0,281885.0,323681.0,256764.0,173486.0,1534313.0,1432870.0,609445.0,232312.0,166104.0,302855.0,2448213.0,216135.0,91704.0,377580.0,757128.0,131786.0,205439.0
sum,1162335.0,1278756.0,2818979.0,2652204.0,955028.0,1078145.0,2350243.0,2045731.0,1075231.0,2326629.0,1567050.0,1282487.0,1348194.0,1462365.0,2919786.0,1988256.0,973525.0,4542479.0,4803887.0,1495660.0,1799045.0,2842999.0,1582638.0,1874509.0,2859573.0,1257620.0,1963789.0,4236418.0,4270661.0,2137626.0,2564364.0,1877296.0,2404938.0,2101406.0,2306960.0,1395062.0,3187592.0,2913923.0,3202262.0,947398.0,1542871.0,2328500.0,1111521.0,1816328.0,1737648.0,1617400.0,1142295.0,1017583.0,1995870.0,1101102.0,2584604.0,2026467.0,1414364.0,2582524.0,2417025.0,1730105.0,1073427.0,3481404.0,3175334.0,2938584.0,2247771.0,1130094.0,2907711.0,1456954.0,1969801.0,3363119.0,1442248.0,1377930.0,2543177.0,1759878.0,1819094.0,4155535.0,2485661.0,4203185.0,2801808.0,2527731.0,3039968.0,3189010.0,2028798.0,2080486.0,1961373.0,4203503.0,2329674.0,1932817.0,1940659.0,1967228.0,1611374.0,1288188.0,1737847.0,1330100.0,1607893.0,2028015.0,3010068.0,1257182.0,171502.0,1147335.0,3078809.0,2273887.0,1260705.0,776005.0,621274.0,1134405.0,837535.0,1346073.0,3056402.0,4037716.0,3427783.0,4254526.0,773112.0,2882076.0,958975.0,1294334.0,1150889.0,983045.0,779872.0,613585.0,1234157.0,647607.0,2119698.0,2523811.0,754199.0,1150627.0,1441800.0,6574393.0,3386855.0,1460950.0,2378384.0,1835730.0,1493442.0,2199458.0,2836262.0,1785963.0,4234731.0,3411509.0,3027669.0,2799985.0,1385723.0,3097961.0,917276.0,1329924.0,1840083.0,839067.0,814470.0,1236200.0,2601669.0,674967.0,863082.0,3960116.0,2010145.0,3498748.0,2928788.0,931217.0,1152477.0,881264.0,897662.0,1973648.0,1990417.0,638414.0,1142911.0,1310419.0,730791.0,1776375.0,1585845.0,782588.0,1934742.0,700374.0,649954.0,569996.0,899897.0,1011341.0,982476.0,1817005.0,837681.0,2232855.0,841580.0,1842019.0,1971798.0,1342699.0,1952285.0,2033400.0,6065585.0,3517678.0,2868332.0,1627723.0,1130284.0,4556555.0,4646641.0,2754973.0,4596482.0,5262042.0,1476159.0,1006945.0,1438815.0,1108544.0,2458436.0,2337674.0,1906831.0,1081338.0,1225581.0,1513795.0,3318726.0,1066999.0,888361.0,1396801.0,1867037.0,960330.0,1064552.0
